uid,domain,ann1,ann2,ann3,adjudicator,final_label,gold_role
fd87af8c33a6aaa8,Tech,neutral,neutral,neutral,neutral,neutral,
8858fd41d3ddd07b,Tech,neutral,positive,neutral,neutral,neutral,
db22ac23d76bb888,Tech,negative,negative,negative,negative,negative,
b203bdb3063582ff,Tech,neutral,neutral,neutral,neutral,neutral,
f50668b7d9f31160,Tech,neutral,neutral,positive,neutral,neutral,
c0e8ed6656adb59c,Tech,positive,neutral,neutral,neutral,neutral,
8e42005d1909a76f,Tech,negative,negative,negative,negative,negative,
8f25beae916f0a10,Tech,neutral,neutral,neutral,neutral,neutral,
9d9bb3156c7b0ec9,Tech,neutral,neutral,neutral,neutral,neutral,
905b01ecd552bca9,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
6d1ae325d31b681f,Tech,neutral,neutral,neutral,neutral,neutral,
96e88a910aa46a4a,Tech,neutral,neutral,neutral,neutral,neutral,
7ddf962c8f2bfd7c,Tech,positive,neutral,neutral,neutral,neutral,
0f700f7a0ffe71ac,Tech,positive,positive,positive,positive,positive,
1ac6983dde52932e,Tech,positive,positive,neutral,positive,positive,
46407efba946843d,Tech,positive,positive,positive,positive,positive,
8b4787a53869f4c9,Tech,negative,negative,negative,negative,negative,
9e25a2f82b20afb8,Tech,negative,negative,negative,negative,negative,
55f816ba9570a126,Tech,positive,positive,positive,positive,positive,gold_test
323de408919b6600,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
092e91c80a30b38e,Tech,neutral,neutral,neutral,neutral,neutral,
755e56d724f0dfc5,Tech,neutral,neutral,neutral,neutral,neutral,
641e0ff59a4ff78c,Tech,neutral,neutral,neutral,neutral,neutral,
d2bc2de8655cca44,Tech,negative,positive,negative,negative,negative,gold_dev
14d4a1e6b5047fab,Tech,neutral,positive,positive,positive,positive,
5f2f091c59920ec7,Tech,negative,negative,negative,negative,negative,
0f56041472242527,Tech,neutral,neutral,neutral,neutral,neutral,
0db0351c9b774b39,Tech,neutral,neutral,neutral,neutral,neutral,
93e8e6ffb380afe6,Tech,neutral,neutral,neutral,neutral,neutral,
62f4b2bc79d55911,Tech,positive,positive,positive,positive,positive,
b2adbf12e2a641e0,Tech,neutral,positive,neutral,neutral,neutral,
1292f88e998c79d2,Tech,neutral,neutral,neutral,neutral,neutral,
b5614997bb3caf58,Tech,positive,positive,positive,positive,positive,
df6cbec1a8a3e987,Tech,negative,negative,negative,negative,negative,
ddcd536cfa6089f0,Tech,positive,positive,positive,positive,positive,
c8209d49c3481af9,Tech,negative,negative,negative,negative,negative,
f573fc5e80f3502e,Tech,neutral,neutral,neutral,neutral,neutral,
8c43f8ab3da334c6,Tech,neutral,neutral,neutral,neutral,neutral,
a364e248f3427e73,Tech,negative,negative,negative,negative,negative,
8c249aa9c9103565,Tech,neutral,neutral,neutral,neutral,neutral,
2c7469a1e89f988a,Tech,positive,neutral,positive,positive,positive,
f47e5daa71fcb00c,Tech,negative,negative,neutral,negative,negative,
0feb5dc9257e5127,Tech,neutral,negative,negative,negative,negative,
4f93829126dd1c66,Tech,neutral,neutral,neutral,neutral,neutral,
dfbdf171a8e40fac,Tech,negative,neutral,negative,negative,negative,
ee62f7f4b0713f10,Tech,neutral,neutral,neutral,neutral,neutral,
766b79480e2f2f00,Tech,positive,positive,positive,positive,positive,
4012a5a02d139f5b,Tech,negative,negative,negative,negative,negative,
c0145d7ea13608a8,Tech,positive,positive,positive,positive,positive,
6cb19567e71ab9ec,Finance,negative,negative,negative,negative,negative,gold_test
f790c76c037e3b09,Finance,negative,negative,negative,negative,negative,gold_test
7bae2cd73ac8c0d8,Social,negative,negative,negative,negative,negative,gold_test
a208627e33e95bce,Public,neutral,neutral,neutral,neutral,neutral,gold_test
2b324be562126dcd,Tech,neutral,neutral,neutral,neutral,neutral,
311277be296204f1,Finance,negative,negative,negative,negative,negative,gold_test
c5dc8c32a879013a,Tech,positive,positive,positive,positive,positive,
9c733d29ce9dcd37,Tech,neutral,neutral,neutral,neutral,neutral,
b694f6d75b04bf9e,Tech,negative,negative,negative,negative,negative,
67d3549bfd39fec8,Tech,negative,neutral,negative,negative,negative,
e3cc782b252c6e43,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
d84d02a173d9210d,Tech,negative,negative,negative,negative,negative,gold_test
29c4439eb55057f5,Tech,neutral,neutral,neutral,neutral,neutral,
946821e43cc742bf,Tech,positive,positive,positive,positive,positive,
094bb89f98349c49,Public,negative,negative,negative,negative,negative,gold_train
e2ff319466b2e9fd,Retail,negative,negative,negative,negative,negative,gold_test
4f65f762cb085e6f,Public,negative,negative,negative,negative,negative,gold_dev
7381d54ce0b1df03,Tech,neutral,neutral,neutral,neutral,neutral,
a978a20ae7fc4c88,Tech,negative,negative,positive,negative,negative,
5fa2307fcce00a54,Tech,neutral,negative,negative,negative,negative,
3499fe813c6ef4b3,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
b2a3773d47fff103,Tech,neutral,neutral,neutral,neutral,neutral,
5ecabf5879e99026,Public,positive,positive,positive,positive,positive,gold_test
a24892d30341ea3f,Public,negative,negative,negative,negative,negative,gold_dev
0a34f2e93eb9a69c,Tech,neutral,neutral,neutral,neutral,neutral,
8dc52a46fb3e2b9e,Tech,neutral,negative,negative,negative,negative,
5c86e4b51333c40c,Public,neutral,neutral,neutral,neutral,neutral,gold_train
b0923ced0b31a734,Public,neutral,neutral,neutral,neutral,neutral,gold_train
cb8e059fa02706c5,Tech,negative,negative,negative,negative,negative,
472f92b013864ddf,Public,neutral,neutral,neutral,neutral,neutral,gold_train
d78fc922d2d1eef5,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
e621f520adcc34fd,Tech,negative,negative,negative,negative,negative,
87a942176b9078af,Tech,positive,positive,positive,positive,positive,
71cc42b11cceb1ed,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
6b3bef597765d602,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
23082b6d1fc87644,Tech,negative,negative,negative,negative,negative,
7f6eca3db38dc1c0,Tech,negative,negative,negative,negative,negative,
ea02780adc420318,Finance,neutral,negative,negative,negative,negative,gold_test
3cde76924c9db6ce,Tech,negative,negative,negative,negative,negative,
315c579e5ca540ba,Tech,negative,positive,negative,negative,negative,
15178fafee95ee81,Tech,negative,negative,negative,negative,negative,
104ead06316bf324,Tech,positive,positive,neutral,positive,positive,gold_test
30e531fe3bab8588,Tech,negative,neutral,neutral,neutral,neutral,
efda897953c1cc12,Social,negative,negative,negative,negative,negative,gold_test
ba39ca0806d99b76,Tech,negative,negative,negative,negative,negative,
c4f251e830460a95,Tech,neutral,neutral,neutral,neutral,neutral,
b0ddc4c3b22f264a,Retail,positive,positive,positive,positive,positive,gold_test
b560985b4e51d866,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
eb40effb50fc10e7,Tech,positive,positive,neutral,positive,positive,
3b3a9b4510a5b0fc,Tech,positive,positive,positive,positive,positive,
083c07b1025c8512,Tech,positive,neutral,neutral,neutral,neutral,
86906bebd81386e6,Tech,neutral,neutral,neutral,neutral,neutral,
05791a037f3796a7,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
15e9d540e01775ee,Tech,neutral,neutral,neutral,neutral,neutral,
7cde3603a594068f,Tech,positive,negative,negative,negative,negative,
7dfe0c4da6976555,Tech,neutral,neutral,neutral,neutral,neutral,
d27abf8457b2c8d9,Tech,neutral,neutral,neutral,neutral,neutral,
c989124944461618,Tech,neutral,neutral,neutral,neutral,neutral,
8ddae77390edfee2,Retail,positive,positive,positive,positive,positive,gold_test
1d71fcf32cb5005f,Tech,neutral,neutral,positive,neutral,neutral,
3c1bd5435b45e0af,Tech,neutral,negative,neutral,neutral,neutral,
c3abc4a8c331c484,Tech,neutral,neutral,neutral,neutral,neutral,
904e1ffe2c2553cc,Tech,negative,negative,negative,negative,negative,
04534b05ba6ebcf8,Social,positive,neutral,positive,positive,positive,gold_dev
49479aa69c84d067,Tech,neutral,negative,neutral,neutral,neutral,
22ea5148284963e9,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
e7e0308f9bc8acce,Tech,neutral,neutral,neutral,neutral,neutral,
7f64bd6cfb075bf6,Tech,neutral,neutral,neutral,neutral,neutral,
afe7be8baf429cfb,Tech,neutral,neutral,neutral,neutral,neutral,
b5de6ddae56d4221,Tech,positive,neutral,neutral,neutral,neutral,
c6ea451a2a817377,Tech,negative,negative,negative,negative,negative,
881a1175517377b9,Social,positive,positive,positive,positive,positive,gold_test
376b080954ef4a04,Tech,negative,positive,negative,negative,negative,
46ed71ba1e50181e,Tech,neutral,neutral,neutral,neutral,neutral,
e65fcdf9af9f2017,Tech,negative,negative,negative,negative,negative,
20f5d3f88b54543b,Tech,positive,negative,positive,positive,positive,
0a7036f348eb5200,Tech,negative,negative,positive,negative,negative,
ccae489d6d8ed46b,Tech,positive,negative,negative,negative,negative,
640da1b4cf0375d6,Public,positive,positive,positive,positive,positive,gold_test
6448f74b59b27b39,Public,positive,positive,positive,positive,positive,gold_test
0bd4e0fcd712fe1d,Tech,neutral,neutral,neutral,neutral,neutral,
562859513e0063d8,Public,negative,negative,negative,negative,negative,gold_test
d3d1a4f1230e5b00,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
14a75609f504ccd2,Tech,neutral,neutral,neutral,neutral,neutral,
73342e9774afdd9a,Public,negative,negative,neutral,negative,negative,gold_test
39b144838fb138e4,Public,positive,positive,positive,positive,positive,gold_test
fefc0ba4fb9276ac,Finance,negative,negative,negative,negative,negative,gold_test
effd40155f8f1628,Tech,negative,negative,negative,negative,negative,
098acb146b3b1aeb,Tech,negative,negative,negative,negative,negative,
8b8fc9e0abbf5e37,Tech,neutral,neutral,neutral,neutral,neutral,
fcd5a5e88e492a42,Retail,positive,positive,positive,positive,positive,gold_test
4a25628f6d5db814,Retail,positive,positive,positive,positive,positive,gold_test
e96c7ca9f590d9f6,Public,negative,negative,negative,negative,negative,gold_test
1a2204e0dc2f7731,Tech,positive,positive,positive,positive,positive,
2b3238efb84612c9,Tech,negative,negative,negative,negative,negative,
90f4245ca14cced9,Social,positive,positive,negative,positive,positive,gold_test
ebacf82b384399a2,Social,neutral,neutral,neutral,neutral,neutral,gold_test
a264b6c564fce714,Tech,neutral,neutral,positive,neutral,neutral,
9418f98acfde2beb,Tech,negative,positive,negative,negative,negative,
a7a18f925c43c43d,Tech,neutral,neutral,neutral,neutral,neutral,
2866b323a5739271,Tech,negative,negative,negative,negative,negative,
a48632f1fd21f982,Tech,negative,negative,negative,negative,negative,
793c0523169a923d,Tech,neutral,neutral,neutral,neutral,neutral,
1b83d93c8d81d186,Tech,neutral,neutral,neutral,neutral,neutral,
80d9d587ddce80dc,Tech,negative,negative,negative,negative,negative,
1d40df1736f4a3d5,Tech,negative,negative,negative,negative,negative,
7415135f2f514c42,Tech,neutral,neutral,neutral,neutral,neutral,
1020abaee27978e0,Tech,negative,negative,negative,negative,negative,
f6437f8edce2bcbf,Tech,negative,negative,negative,negative,negative,
78e565531703112f,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
46a6ddc2b152c632,Tech,neutral,neutral,neutral,neutral,neutral,
f88c3655e0742f0e,Retail,positive,positive,positive,positive,positive,gold_test
428b4401c526dee0,Public,negative,negative,negative,negative,negative,gold_test
8d305c5d7180b315,Tech,negative,negative,negative,negative,negative,
6ef8f9fba2258230,Tech,negative,negative,negative,negative,negative,gold_test
59b97bbf6dd87e6d,Tech,neutral,neutral,neutral,neutral,neutral,
3ab55f625fd2a5bc,Tech,neutral,neutral,neutral,neutral,neutral,
8628a1cd148d633d,Tech,neutral,positive,neutral,neutral,neutral,
04dc8c68f203621d,Social,negative,negative,negative,negative,negative,gold_test
a19b38a587274e72,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
df7208b91455a68c,Retail,positive,positive,positive,positive,positive,gold_test
75087b5c08135738,Tech,neutral,neutral,neutral,neutral,neutral,
54102d66946c3f03,Tech,neutral,neutral,neutral,neutral,neutral,
7c4ec730233836e1,Tech,neutral,neutral,neutral,neutral,neutral,
2ef5e17875f70017,Tech,neutral,neutral,neutral,neutral,neutral,
07344a835fc688d4,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
06080b04d25286fa,Tech,neutral,neutral,neutral,neutral,neutral,
60795d902e141ff4,Tech,neutral,neutral,neutral,neutral,neutral,
7dd167d76763ffb7,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
8b757103a21630ac,Tech,neutral,neutral,negative,neutral,neutral,
025e22f29457d3db,Tech,negative,negative,neutral,negative,negative,
8645b148ed8ecb18,Tech,neutral,neutral,negative,neutral,neutral,
2d79e3750ea43c4e,Tech,neutral,neutral,neutral,neutral,neutral,
a0021a6e6ac59db2,Tech,negative,negative,negative,negative,negative,
8398792a5288bce2,Tech,neutral,neutral,neutral,neutral,neutral,
3b0441113a0e2c6d,Social,positive,positive,positive,positive,positive,gold_test
875be72316e8bb37,Retail,positive,positive,positive,positive,positive,gold_test
335b6f59fcaf8fea,Tech,neutral,negative,negative,negative,negative,
dbc320da67a4d7da,Tech,negative,negative,negative,negative,negative,
a0e5ff557bad8761,Finance,negative,negative,negative,negative,negative,gold_test
48cae3bdac7dd7d9,Retail,negative,neutral,neutral,neutral,neutral,gold_test
b958af5f156ed813,Tech,neutral,neutral,neutral,neutral,neutral,
00e2789367e1bb9b,Tech,negative,negative,negative,negative,negative,
d8a56c6973b4e98a,Tech,negative,negative,negative,negative,negative,gold_train
17ef2b4409b0e60a,Social,negative,negative,negative,negative,negative,gold_test
ffb2d176d312d675,Tech,positive,positive,positive,positive,positive,gold_test
019eb0c1dc67ebb0,Tech,positive,positive,positive,positive,positive,
5c050ebfc7cf4d36,Tech,negative,neutral,negative,negative,negative,
01c14970ac74bf56,Tech,negative,negative,negative,negative,negative,
0a2f3c8389d01cee,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
f01f780e74254feb,Tech,negative,negative,negative,negative,negative,
b376686915fcdda3,Tech,positive,positive,positive,positive,positive,
e6d88204cecefac4,Public,positive,positive,positive,positive,positive,gold_train
8b843b3a6f479dfc,Tech,neutral,neutral,neutral,neutral,neutral,
fed9b6e2cd7b7160,Public,negative,negative,negative,negative,negative,gold_train
b0fa47648eb187bb,Tech,neutral,neutral,neutral,neutral,neutral,
f883cdf6f3c22adf,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
0f4dec04c5813d99,Tech,negative,negative,positive,negative,negative,
9094fb68ab5cae7a,Tech,negative,negative,negative,negative,negative,
93399d5c445bff52,Finance,neutral,neutral,negative,neutral,neutral,gold_test
ed7b740ddebfe7c2,Tech,neutral,neutral,neutral,neutral,neutral,
b0d61e58be5ad4f7,Tech,positive,positive,positive,positive,positive,
22c6b2411fb34730,Tech,neutral,neutral,neutral,neutral,neutral,
1cc9b16a7a702b32,Tech,negative,negative,negative,negative,negative,
26b4c2f87efe0a0d,Retail,neutral,positive,neutral,neutral,neutral,gold_test
d4169a5dfc6e5fef,Tech,positive,negative,positive,positive,positive,gold_train
279a07a2bb753077,Social,positive,positive,positive,positive,positive,gold_test
87d9a14950b93e80,Tech,negative,negative,negative,negative,negative,
a02bfec2dfc8ea2c,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
463f7f76f83d032c,Tech,positive,positive,positive,positive,positive,gold_dev
76f4d1a62d5eb13a,Social,positive,positive,positive,positive,positive,gold_test
5d7410f73e6f6fda,Public,negative,negative,neutral,negative,negative,gold_test
bebdf0d6c94e987b,Tech,neutral,neutral,neutral,neutral,neutral,
8f6af4cffba76a7d,Tech,positive,positive,positive,positive,positive,
99f071c4e15bb195,Social,neutral,neutral,neutral,neutral,neutral,gold_dev
413e3894da5d079c,Tech,neutral,neutral,neutral,neutral,neutral,
5e0cc577bab07bb0,Finance,neutral,positive,neutral,neutral,neutral,gold_test
dc37512de942bfee,Tech,negative,negative,positive,negative,negative,
401ec2db20cf6672,Tech,positive,positive,positive,positive,positive,
e00e44161894453b,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
17928b064526ed63,Finance,negative,positive,negative,negative,negative,gold_test
c59dd89dedc895ed,Public,neutral,negative,negative,negative,negative,gold_dev
b471d3835989086c,Tech,neutral,neutral,neutral,neutral,neutral,
d5be92fb82a52a32,Tech,negative,negative,negative,negative,negative,
0df54062bf0028a7,Finance,negative,negative,negative,negative,negative,gold_test
7e3c1f3e737d1a43,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
359cda0545a5bb0f,Tech,neutral,neutral,neutral,neutral,neutral,
3f3a0ec96e9d05dc,Tech,neutral,neutral,neutral,neutral,neutral,
e9454f63b7182120,Tech,neutral,neutral,neutral,neutral,neutral,
9d1808cd235092d8,Tech,neutral,neutral,neutral,neutral,neutral,
39ed7a79073429a7,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
8166b4f83c6c3c57,Tech,neutral,neutral,neutral,neutral,neutral,
eb15e25658a76a3e,Tech,neutral,neutral,neutral,neutral,neutral,
94d8ae1b8ddcbabe,Tech,positive,positive,positive,positive,positive,
3f94681dec7f2468,Public,negative,negative,negative,negative,negative,gold_test
1165edb92db1c85c,Tech,positive,negative,positive,positive,positive,
40b615834759f52b,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
798f5cc439d47b6a,Tech,positive,positive,positive,positive,positive,
704094514f792611,Tech,negative,positive,negative,negative,negative,gold_test
f732ba989ea5348d,Tech,positive,positive,positive,positive,positive,
a95811ff4a1db0ba,Social,neutral,negative,neutral,neutral,neutral,gold_dev
40c84c4e73aa35e1,Tech,positive,positive,positive,positive,positive,
49f9244dcc9684ce,Tech,negative,negative,negative,negative,negative,
ca8a3431ea96ac04,Tech,neutral,neutral,neutral,neutral,neutral,
5eedfb920ecfa971,Tech,positive,positive,positive,positive,positive,
b5d5331dfff95bf3,Tech,neutral,neutral,neutral,neutral,neutral,
ca943c463f7d7b1b,Tech,negative,negative,negative,negative,negative,
182603c2569ad5f2,Tech,neutral,neutral,neutral,neutral,neutral,
919cf740917a023f,Tech,positive,positive,positive,positive,positive,
fcaf947831b0443e,Retail,positive,neutral,neutral,neutral,neutral,gold_test
ec99ce7672a868a4,Social,negative,positive,negative,negative,negative,gold_test
00731db9cccd5c09,Tech,neutral,neutral,neutral,neutral,neutral,
a5119bc0042810f2,Public,negative,negative,negative,negative,negative,gold_dev
80ece9b9fb6e7897,Tech,neutral,neutral,neutral,neutral,neutral,
2c230eede0dca472,Public,positive,positive,positive,positive,positive,gold_test
6f874f1a719b1d84,Public,negative,negative,negative,negative,negative,gold_dev
c05bfbc38581cff6,Retail,negative,negative,negative,negative,negative,gold_dev
de7f7bb0de3846f6,Social,positive,positive,positive,positive,positive,gold_test
389c6d43c7d5c494,Tech,neutral,neutral,neutral,neutral,neutral,
788f0bd006d42f89,Social,positive,positive,positive,positive,positive,gold_test
23b83aae331863a9,Public,positive,positive,positive,positive,positive,gold_dev
4131b3d5fb418edb,Social,positive,positive,positive,positive,positive,gold_test
cbc3ce2554f4abfd,Tech,negative,negative,negative,negative,negative,
54cc6d5963f14969,Tech,neutral,neutral,neutral,neutral,neutral,
0874a7c7be9a51c3,Tech,negative,negative,negative,negative,negative,
725e8ea7827a356a,Public,neutral,neutral,neutral,neutral,neutral,gold_test
fe5db0c420855524,Tech,negative,negative,negative,negative,negative,
56a83613fb5bace2,Public,neutral,neutral,negative,neutral,neutral,gold_dev
49c2cbc9d0cbb330,Tech,negative,negative,negative,negative,negative,
b47dcc3137b037c6,Tech,negative,negative,negative,negative,negative,
ab307740509d34b5,Public,positive,positive,positive,positive,positive,gold_test
a4da1e66826350ce,Tech,positive,positive,positive,positive,positive,
93dedaff589ba34a,Finance,negative,negative,negative,negative,negative,gold_train
f5aa3178d302a429,Retail,negative,negative,negative,negative,negative,gold_test
31cf832fcd9b8b35,Tech,negative,negative,negative,negative,negative,
0bfb22d1ce48f20f,Tech,positive,positive,positive,positive,positive,
d471436df5c8d90c,Tech,negative,positive,positive,positive,positive,gold_test
c79d88fddf804cdf,Tech,negative,negative,neutral,negative,negative,
f8b7569afea1bcd1,Tech,negative,positive,positive,positive,positive,
11680929c1665974,Tech,neutral,neutral,neutral,neutral,neutral,
b7ab5bd68e04ad36,Public,positive,positive,positive,positive,positive,gold_test
53dd1ac6c13b5030,Tech,negative,positive,positive,positive,positive,
8848e8ba020e98f8,Tech,negative,negative,negative,negative,negative,
93234c81ed88d5c6,Finance,positive,positive,negative,positive,positive,gold_test
ee03752b130f839b,Tech,neutral,neutral,neutral,neutral,neutral,
2d07fdf6ad03302b,Public,positive,negative,positive,negative,negative,gold_test
71394e22780f6d90,Tech,neutral,neutral,neutral,neutral,neutral,
45e529e049392296,Tech,neutral,neutral,neutral,neutral,neutral,
0f29106ed6833166,Tech,neutral,neutral,neutral,neutral,neutral,
6a0e97848e2d3048,Public,neutral,neutral,negative,neutral,neutral,gold_dev
f18579e0b95fbf0d,Public,negative,neutral,negative,negative,negative,gold_train
f388e4d5f475f54f,Finance,negative,negative,negative,negative,negative,gold_test
ef101e12f0fc2441,Social,negative,negative,negative,negative,negative,gold_test
3bb9e8009492aa9f,Tech,neutral,neutral,neutral,neutral,neutral,
e7a966ab4ef88b57,Tech,negative,negative,negative,negative,negative,
0b13ad95da8d9757,Finance,positive,positive,positive,positive,positive,gold_test
9a6489ef385f6cb1,Tech,negative,negative,negative,negative,negative,
63ac69d1010416a0,Tech,positive,neutral,positive,positive,positive,
8448ba9889c93f75,Tech,positive,neutral,neutral,neutral,neutral,
651aa9711b069a2c,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
24c8080c6206bab3,Tech,positive,positive,positive,positive,positive,gold_test
80688245b260a62f,Tech,negative,positive,positive,positive,positive,gold_test
fb70bf00316ec41d,Tech,neutral,neutral,neutral,neutral,neutral,
24ec69b47224e430,Tech,negative,negative,negative,negative,negative,gold_test
5d8d30410eda4c96,Tech,neutral,neutral,neutral,neutral,neutral,
f6bd8d4a5fef8d33,Tech,neutral,neutral,negative,neutral,neutral,gold_test
60f70b7fd09927ad,Tech,neutral,neutral,neutral,neutral,neutral,
8e03ba421c0ec4ea,Tech,neutral,neutral,neutral,neutral,neutral,
4b2bcf435264cc1e,Tech,negative,negative,negative,negative,negative,
188cd69fb74e272e,Tech,positive,neutral,neutral,neutral,neutral,
20c43ac4296d7aa0,Tech,positive,positive,positive,positive,positive,
656f96ab9025f7df,Tech,negative,negative,negative,negative,negative,
5726be9af384bbfa,Tech,neutral,neutral,negative,neutral,neutral,
9689c5bbb8521dc3,Tech,positive,positive,positive,positive,positive,
5df7ea6cb3fa9d16,Tech,neutral,neutral,neutral,neutral,neutral,
77313c56e2753e32,Tech,neutral,neutral,neutral,neutral,neutral,
4c74c9b5a7d6375f,Social,neutral,neutral,neutral,neutral,neutral,gold_test
ac2b4fb7e9b6d97e,Tech,neutral,neutral,neutral,neutral,neutral,
58d36f524d3df520,Tech,neutral,neutral,neutral,neutral,neutral,
cdbf1872c6f752b7,Finance,negative,negative,negative,negative,negative,gold_test
70da9cbae9ab75ce,Finance,negative,negative,negative,negative,negative,gold_test
e889aee86d4fe932,Retail,positive,positive,positive,positive,positive,gold_test
aec19cb8036c21b2,Tech,positive,positive,positive,positive,positive,
428987fa96ca0993,Finance,negative,negative,negative,negative,negative,gold_test
2c99a7b11027e31a,Retail,negative,negative,negative,negative,negative,gold_test
eac45cde9060cc16,Finance,negative,negative,negative,negative,negative,gold_test
9c088b87e8be19e1,Tech,positive,positive,negative,positive,positive,gold_test
195d3f805ce463f3,Tech,negative,negative,negative,negative,negative,gold_test
7b6f0fc57ce398fa,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
3701ba6f6eb834b5,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
41052de2e87100c5,Tech,positive,positive,positive,positive,positive,
91bb2e4ff2fb9c1e,Tech,positive,positive,positive,positive,positive,
0144b5be8f5bf271,Tech,neutral,neutral,negative,neutral,neutral,
78a093400faef748,Tech,neutral,neutral,neutral,neutral,neutral,
bed96841a77deaf3,Tech,negative,negative,negative,negative,negative,gold_test
f9057c4de48fe845,Tech,positive,positive,positive,positive,positive,gold_test
ef3dfa57e15795d0,Tech,positive,negative,negative,negative,negative,gold_test
47d31d495d3f1764,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
36a4ed4d4a312471,Tech,positive,positive,positive,positive,positive,
a5191f64bec232a5,Public,neutral,neutral,neutral,neutral,neutral,gold_test
82429e30ce29c5c5,Tech,negative,negative,negative,negative,negative,
4569f626dae65734,Finance,negative,negative,negative,negative,negative,gold_test
5b534b3eae6b51ed,Tech,neutral,negative,negative,negative,negative,
87d86dc2e4aa0a41,Tech,neutral,neutral,neutral,neutral,neutral,
b44f8834a6aae2d5,Public,positive,neutral,neutral,neutral,neutral,gold_dev
c0b8d34c3864c42e,Tech,neutral,neutral,neutral,neutral,neutral,
ac315104b830e11f,Public,neutral,neutral,neutral,neutral,neutral,gold_train
078a7dd1c30fe5ec,Public,negative,negative,negative,negative,negative,gold_train
ac9dbd3944f3f0a8,Public,negative,negative,negative,negative,negative,gold_train
ea4b3f2337d14726,Tech,negative,negative,negative,negative,negative,
b086b21fbfab5709,Tech,positive,negative,negative,negative,negative,
01d0685d5b0a3ced,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
ec1b37916be8f8f3,Tech,positive,positive,positive,positive,positive,
41b0d9a30ff107f4,Tech,negative,negative,negative,negative,negative,
5345c48cc0df3a20,Tech,neutral,neutral,positive,neutral,neutral,
902c468c4ce76798,Tech,neutral,neutral,neutral,neutral,neutral,
676d2cfc699b7312,Tech,neutral,neutral,neutral,neutral,neutral,
ed5cade429974048,Tech,neutral,neutral,neutral,neutral,neutral,
1a6e33206257eec7,Tech,neutral,neutral,neutral,neutral,neutral,
2da46b0037bfa6b3,Retail,negative,neutral,negative,negative,negative,gold_test
b844c192d88dcd82,Tech,positive,positive,positive,positive,positive,
e81f0d7fca0d10a2,Tech,negative,negative,negative,negative,negative,
394c54a2ee1f9aa2,Tech,neutral,positive,positive,positive,positive,
b28087922d06b6a1,Tech,negative,negative,negative,negative,negative,
b5f3dc67338d0096,Tech,neutral,neutral,neutral,neutral,neutral,
4e2fcbf88b3803eb,Tech,negative,negative,negative,negative,negative,
4ea86c0b391ab041,Social,positive,positive,positive,positive,positive,gold_test
f81f3c0c97597bcc,Tech,negative,negative,negative,negative,negative,
0f1ecb5c92f80376,Public,neutral,neutral,neutral,neutral,neutral,gold_train
6834523d26580c41,Social,neutral,negative,neutral,neutral,neutral,gold_test
bbbbd60714dd03a7,Tech,negative,negative,negative,negative,negative,gold_test
58851f8a5169d38f,Tech,neutral,neutral,negative,neutral,neutral,
8d975e3b92f0fe38,Tech,neutral,neutral,neutral,neutral,neutral,
d80adcd732229058,Tech,neutral,neutral,neutral,neutral,neutral,
fef7351b50ca5078,Retail,negative,neutral,neutral,neutral,neutral,gold_test
0ad37e6c72d4c435,Retail,positive,positive,positive,positive,positive,gold_test
ba6fda3b819adaf6,Tech,neutral,neutral,neutral,neutral,neutral,
474c61ef7fce7f09,Tech,neutral,negative,neutral,neutral,neutral,
3b011c0483f476e4,Tech,positive,positive,positive,positive,positive,
40a47e55f57b14d9,Retail,negative,neutral,neutral,neutral,neutral,gold_dev
2189a0db5def7139,Tech,neutral,neutral,neutral,neutral,neutral,
e9103e5fbfbd0e3b,Tech,negative,negative,negative,negative,negative,gold_test
e06afb52a941344c,Tech,neutral,neutral,neutral,neutral,neutral,
60a9762475931962,Tech,neutral,positive,neutral,neutral,neutral,gold_test
73d6f2ed4a4e2eac,Tech,neutral,neutral,neutral,neutral,neutral,
b30fe58aabac5997,Tech,neutral,neutral,neutral,neutral,neutral,
